speed,weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity
10-24,33.1529999999329,alive,airbag,belted,1,f,75,2000,1999,deploy,pass,1,3
10-24,33.1529999999329,alive,airbag,belted,1,m,20,2000,1998,nodeploy,driver,0,2
10-24,33.1529999999329,alive,airbag,belted,0,f,54,2000,1998,deploy,driver,1,3
25-39,4224.64099997282,alive,airbag,belted,0,m,45,2000,1999,nodeploy,driver,0,0
25-39,4224.64099997282,alive,none,belted,1,m,21,2000,1987,unavail,driver,0,2
55+,18.2139999999199,alive,airbag,none,0,m,36,2000,1996,deploy,driver,1,3
10-24,41.1779999998398,alive,airbag,belted,1,m,39,2000,1998,deploy,driver,1,4
25-39,603.077999994159,alive,none,belted,1,f,40,2000,1990,unavail,driver,0,0
25-39,603.077999994159,alive,airbag,belted,0,f,23,2000,1995,nodeploy,driver,0,3
10-24,50.2559999995865,alive,airbag,belted,0,f,33,2000,1994,nodeploy,driver,0,3
10-24,48.2449999996461,alive,none,belted,0,m,17,2000,1991,unavail,driver,0,0
1-9km/h,318.058999996632,alive,airbag,belted,0,m,43,2000,1999,nodeploy,driver,0,0
10-24,318.058999996632,alive,airbag,belted,1,f,54,2000,1996,nodeploy,driver,0,3
10-24,21.1069999998435,alive,none,belted,1,m,40,2000,1986,unavail,driver,0,0
10-24,21.1069999998435,alive,airbag,belted,1,f,17,2000,1999,deploy,driver,1,1
10-24,21.1069999998435,alive,airbag,belted,1,m,21,2000,1999,deploy,pass,1,3
40-54,40.6319999997504,alive,airbag,belted,0,m,18,2000,1999,deploy,driver,1,2
40-54,40.6319999997504,alive,airbag,belted,0,f,19,2000,1999,deploy,pass,1,2
10-24,40.6319999997504,alive,airbag,belted,1,m,52,2000,1998,deploy,driver,1,1
10-24,40.6319999997504,alive,airbag,belted,1,m,51,2000,1998,deploy,pass,1,0
25-39,91.2729999991134,alive,airbag,none,0,m,17,2000,2000,nodeploy,driver,0,3
25-39,91.2729999991134,alive,airbag,none,0,m,17,2000,2000,nodeploy,pass,0,1
10-24,447.358999997377,alive,none,none,1,f,60,2000,1991,unavail,driver,0,1
10-24,447.358999997377,alive,none,belted,0,f,66,2000,1991,unavail,driver,0,3
25-39,29.6879999998491,alive,airbag,belted,1,f,57,2000,1999,deploy,driver,1,3
25-39,37.2799999997951,alive,none,belted,0,m,54,2000,1981,unavail,driver,0,3
55+,37.2799999997951,alive,none,none,1,f,34,2000,1991,unavail,driver,0,3
25-39,37.2799999997951,alive,airbag,belted,1,m,17,2000,1995,deploy,driver,1,3
25-39,86.6759999999776,alive,none,belted,1,f,47,2000,1995,unavail,driver,0,0
25-39,86.6759999999776,alive,airbag,none,0,m,60,2000,1997,deploy,driver,1,3
25-39,86.6759999999776,alive,airbag,belted,0,f,61,2000,1997,deploy,pass,1,3
10-24,77.1929999999702,alive,airbag,belted,1,f,23,2000,2000,nodeploy,driver,0,3
25-39,42.4079999998212,alive,airbag,belted,0,f,47,2000,1995,nodeploy,driver,0,3
25-39,42.4079999998212,alive,airbag,belted,0,f,23,2000,1995,nodeploy,pass,0,2
25-39,17.1299999998882,alive,airbag,belted,1,m,35,2000,1998,deploy,driver,1,3
25-39,1771.81899999082,alive,airbag,belted,1,f,35,2000,1997,deploy,driver,1,2
40-54,1771.81899999082,alive,airbag,belted,0,m,25,2000,2000,deploy,driver,1,1
10-24,21.2629999998026,alive,none,belted,1,m,52,2000,1995,unavail,driver,0,0
10-24,21.2629999998026,alive,none,belted,1,f,43,2000,1995,unavail,pass,0,0
40-54,17.625,dead,airbag,none,1,m,22,2000,1997,deploy,driver,1,4
25-39,38.4859999995679,alive,airbag,belted,1,m,77,2000,1995,deploy,driver,1,3
25-39,38.4859999995679,alive,airbag,belted,1,f,19,2000,1998,deploy,driver,1,3
25-39,38.4859999995679,alive,airbag,belted,1,m,21,2000,1998,deploy,pass,1,3
25-39,1761.87099999189,alive,airbag,belted,1,m,33,2000,1999,deploy,driver,1,2
40-54,462.757999997586,alive,none,none,1,m,33,2000,1988,unavail,driver,0,1
25-39,36.401999999769,alive,airbag,none,1,f,48,2000,1993,deploy,driver,1,3
10-24,36.401999999769,alive,none,belted,1,m,21,2000,1988,unavail,driver,0,3
10-24,36.401999999769,alive,airbag,belted,0,f,37,2000,1997,nodeploy,driver,0,3
10-24,239.979999998584,alive,none,belted,1,m,19,2000,1972,unavail,driver,0,3
10-24,239.979999998584,alive,none,belted,0,f,24,2000,1990,unavail,driver,0,3
10-24,239.979999998584,alive,none,belted,0,f,20,2000,1990,unavail,pass,0,3
25-39,17.1299999998882,alive,airbag,belted,0,m,72,2000,2000,deploy,driver,1,3
25-39,17.1299999998882,alive,airbag,belted,1,m,26,2000,1996,deploy,driver,1,3
25-39,17.1299999998882,alive,none,belted,1,m,31,2000,1990,unavail,driver,0,0
25-39,34.2049999996088,alive,airbag,belted,1,m,52,2000,1998,deploy,driver,1,3
40-54,34.2049999996088,alive,airbag,belted,0,f,45,2000,1996,nodeploy,driver,0,3
40-54,1565.89899998903,alive,none,belted,0,m,80,2000,1993,unavail,driver,0,0
55+,18.7919999998994,alive,none,none,1,f,46,2000,1990,unavail,driver,0,3
10-24,27.5329999998212,alive,none,none,1,m,31,2000,1987,unavail,driver,0,0
10-24,27.5329999998212,alive,none,none,1,m,19,2000,1987,unavail,pass,0,2
25-39,27.5329999998212,alive,none,belted,1,f,46,2000,1989,unavail,driver,0,2
25-39,27.5329999998212,dead,none,none,1,f,74,2000,1989,unavail,pass,0,4
10-24,61.1659999997355,alive,airbag,belted,0,f,24,2000,1998,nodeploy,driver,0,3
10-24,33.6039999998175,alive,airbag,belted,1,f,19,2000,2000,deploy,driver,1,2
10-24,33.6039999998175,alive,airbag,belted,1,f,18,2000,2000,deploy,pass,1,2
25-39,33.6039999998175,alive,none,belted,1,f,26,2000,1988,unavail,driver,0,3
25-39,33.6039999998175,alive,none,none,1,m,21,2000,1988,unavail,pass,0,3
55+,51.6719999997877,dead,airbag,belted,0,f,38,2000,1994,deploy,driver,1,4
25-39,50.2209999999031,alive,airbag,belted,1,m,39,2000,1998,nodeploy,driver,0,3
25-39,50.2209999999031,alive,airbag,none,1,m,60,2000,1998,nodeploy,pass,0,3
55+,50.2209999999031,alive,airbag,belted,0,m,36,2000,2000,nodeploy,driver,0,3
55+,50.2209999999031,alive,airbag,none,0,f,31,2000,2000,nodeploy,pass,0,3
25-39,50.2209999999031,alive,airbag,belted,1,m,57,2000,1998,deploy,driver,1,3
25-39,50.2209999999031,alive,airbag,belted,1,f,56,2000,1998,deploy,pass,1,2
10-24,91.0299999993294,alive,none,belted,1,m,33,2000,1994,unavail,driver,0,0
10-24,91.0299999993294,alive,airbag,belted,0,m,50,2000,1997,deploy,driver,1,3
1-9km/h,5235.79299998283,alive,airbag,belted,1,m,46,2000,1997,deploy,driver,1,2
1-9km/h,5235.79299998283,alive,airbag,belted,1,f,44,2000,1997,deploy,pass,1,2
10-24,39.8259999998845,alive,airbag,belted,1,m,46,2000,1999,deploy,driver,1,1
10-24,21.0149999998976,alive,airbag,belted,1,f,26,2000,1997,deploy,driver,1,3
25-39,21.0149999998976,alive,airbag,belted,1,f,53,2000,1999,deploy,driver,1,3
10-24,962.065999999642,alive,airbag,belted,0,f,28,2000,1999,nodeploy,driver,0,2
10-24,962.065999999642,alive,airbag,belted,0,f,32,2000,1999,nodeploy,pass,0,0
10-24,962.065999999642,alive,airbag,belted,1,m,23,2000,1993,deploy,driver,1,0
10-24,2677.9129999876,alive,airbag,belted,0,m,19,2000,1997,deploy,driver,1,0
10-24,2677.9129999876,alive,airbag,belted,0,f,19,2000,1997,deploy,pass,1,0
40-54,16.1329999999143,alive,none,none,1,m,25,2000,1985,unavail,driver,0,3
40-54,16.1329999999143,alive,none,belted,1,m,22,2000,1985,unavail,pass,0,3
10-24,18.3549999999814,alive,airbag,belted,1,f,19,2000,2000,nodeploy,driver,0,0
10-24,18.3549999999814,alive,airbag,belted,0,f,59,2000,2000,nodeploy,driver,0,3
25-39,121.007999999449,alive,airbag,belted,1,m,19,2000,1994,deploy,driver,1,3
25-39,121.007999999449,alive,airbag,none,1,m,21,2000,1994,deploy,pass,1,2
40-54,121.007999999449,alive,none,none,1,f,29,2000,1986,unavail,driver,0,3
10-24,2150.72299998999,alive,airbag,belted,0,f,28,2000,1993,nodeploy,driver,0,0
25-39,16.1329999999143,alive,airbag,belted,0,f,43,2000,1993,nodeploy,driver,0,3
25-39,16.1329999999143,alive,airbag,none,0,m,43,2000,1993,nodeploy,pass,0,3
10-24,17.1299999998882,alive,airbag,belted,1,f,42,2000,1997,nodeploy,driver,0,0
10-24,75.6489999992773,alive,airbag,belted,0,f,59,2000,1995,nodeploy,driver,0,3
10-24,660.005999997258,alive,airbag,belted,1,m,50,2000,1994,deploy,driver,1,2
10-24,42.2629999998026,dead,airbag,none,0,m,29,2000,1999,nodeploy,driver,0,4
10-24,93.8879999993369,alive,airbag,belted,1,m,52,2000,1997,deploy,driver,1,3
10-24,93.8879999993369,alive,none,belted,0,f,23,2000,1993,unavail,driver,0,3
25-39,37.4109999998473,alive,none,belted,1,f,38,2000,1993,unavail,driver,0,1
25-39,37.4109999998473,dead,none,belted,1,m,79,2000,1993,unavail,pass,0,4
10-24,83.1109999995679,alive,none,belted,1,m,23,2000,1988,unavail,driver,0,0
25-39,36.3609999995679,alive,airbag,belted,0,f,63,2000,1997,deploy,driver,1,3
10-24,37.3249999997206,alive,airbag,belted,1,m,40,2000,1995,deploy,driver,1,0
10-24,37.3249999997206,alive,airbag,belted,0,f,20,2000,1999,nodeploy,driver,0,3
25-39,20.5059999998193,alive,none,belted,1,m,67,2000,1988,unavail,driver,0,3
55+,17.625,dead,none,belted,1,m,63,2000,1992,unavail,driver,0,4
40-54,17.625,alive,airbag,belted,1,m,38,2000,2000,deploy,driver,1,2
10-24,36.1399999996647,alive,none,belted,0,m,33,2000,1992,unavail,driver,0,0
10-24,36.1399999996647,alive,airbag,belted,0,f,41,2000,1998,nodeploy,driver,0,3
10-24,36.1399999996647,alive,airbag,belted,1,m,19,2000,2000,deploy,driver,1,3
1-9km/h,7767.86899995804,alive,airbag,belted,0,m,52,2000,1995,nodeploy,driver,0,0
55+,29.0039999999572,alive,none,belted,1,m,24,2000,1987,unavail,driver,0,3
40-54,96.6119999997318,alive,airbag,belted,1,m,37,2000,1998,deploy,driver,1,3
10-24,5121.22199994326,alive,airbag,belted,0,f,34,2000,1995,deploy,driver,1,2
40-54,35.7249999996275,dead,none,belted,1,m,54,2000,1992,unavail,driver,0,4
10-24,523.204999998212,alive,airbag,belted,1,f,20,2000,1999,deploy,driver,1,3
10-24,523.204999998212,alive,airbag,belted,1,m,20,2000,1999,deploy,pass,1,2
25-39,43.5999999996275,alive,none,belted,0,m,21,2000,1989,unavail,driver,0,3
25-39,43.5999999996275,alive,none,none,0,f,18,2000,1989,unavail,pass,0,3
10-24,43.5999999996275,alive,airbag,none,0,m,20,2000,1990,deploy,driver,1,3
10-24,43.5999999996275,alive,none,none,0,m,21,2000,1990,unavail,pass,0,3
10-24,43.5999999996275,alive,none,belted,1,m,32,2000,1986,unavail,driver,0,3
10-24,43.5999999996275,alive,none,belted,1,f,35,2000,1986,unavail,pass,0,3
55+,21.1679999998305,dead,none,belted,1,m,43,2000,1994,unavail,driver,0,4
25-39,47.0249999999069,alive,airbag,belted,1,f,54,2000,1998,nodeploy,driver,0,3
10-24,47.0249999999069,alive,airbag,belted,0,f,72,2000,1997,deploy,driver,1,3
1-9km/h,20.5729999998584,alive,airbag,belted,1,m,37,2000,1999,nodeploy,driver,0,0
1-9km/h,20.5729999998584,alive,airbag,belted,1,f,34,2000,1999,nodeploy,pass,0,0
55+,49.5019999998622,dead,airbag,none,0,f,64,2000,1993,deploy,driver,1,4
40-54,49.5019999998622,alive,none,none,1,m,17,2000,1993,unavail,pass,0,2
10-24,48.1119999997318,alive,airbag,belted,1,f,63,2000,2000,deploy,driver,1,3
10-24,60.4159999997355,alive,none,belted,0,m,19,2000,1991,unavail,driver,0,3
40-54,35.125,alive,airbag,belted,1,m,32,2000,1991,deploy,driver,1,2
55+,35.125,dead,none,none,1,m,31,2000,1987,unavail,driver,0,4
55+,35.125,dead,none,belted,1,f,32,2000,1987,unavail,pass,0,4
10-24,9943.15999996662,alive,airbag,belted,1,m,23,2000,1997,deploy,driver,1,0
10-24,34.1379999998026,alive,airbag,belted,0,f,47,2000,1997,deploy,driver,1,2
25-39,34.1379999998026,alive,airbag,belted,1,f,41,2000,2000,deploy,driver,1,1
25-39,42.8679999997839,alive,none,belted,1,m,20,2000,1988,unavail,driver,0,3
10-24,120.713999999687,alive,none,belted,1,m,20,2000,1993,unavail,driver,0,0
10-24,120.713999999687,alive,none,belted,1,f,19,2000,1993,unavail,pass,0,0
10-24,66.3179999999702,alive,airbag,belted,0,f,28,2000,1996,nodeploy,driver,0,3
10-24,66.3179999999702,alive,none,none,1,m,35,2000,1986,unavail,driver,0,3
10-24,35.5119999996386,alive,airbag,belted,1,f,45,2000,1997,deploy,driver,1,3
10-24,35.5119999996386,alive,none,belted,0,f,29,2000,1987,unavail,driver,0,1
10-24,35.5119999996386,alive,none,none,0,m,39,2000,1987,unavail,pass,0,2
10-24,35.5119999996386,alive,airbag,belted,0,f,59,2000,2000,deploy,driver,1,3
25-39,35.5119999996386,alive,airbag,belted,0,m,38,2000,2000,nodeploy,driver,0,3
25-39,35.5119999996386,alive,none,belted,1,m,38,2000,1982,unavail,driver,0,3
10-24,234.111999999732,alive,airbag,belted,1,m,39,2000,1993,nodeploy,driver,0,0
10-24,234.111999999732,alive,none,belted,0,f,41,2000,1993,unavail,driver,0,3
40-54,50.9149999995716,alive,airbag,none,1,m,63,2000,2000,deploy,driver,1,3
25-39,2928.47599998116,alive,airbag,belted,1,f,80,2000,1992,deploy,driver,1,2
40-54,29.151999999769,dead,airbag,belted,0,f,21,2000,1991,nodeploy,driver,0,4
40-54,35.5779999997467,alive,none,belted,1,f,37,2000,1982,unavail,driver,0,1
25-39,37.7249999996275,alive,airbag,belted,1,m,51,2000,1997,deploy,driver,1,3
10-24,83.8069999990985,alive,airbag,belted,0,m,86,2000,1996,nodeploy,driver,0,3
10-24,83.8069999990985,alive,airbag,belted,0,f,79,2000,1996,nodeploy,pass,0,3
25-39,83.8069999990985,alive,airbag,none,1,m,19,2000,2001,deploy,driver,1,1
25-39,83.8069999990985,alive,airbag,belted,1,f,18,2000,2001,deploy,pass,1,3
10-24,83.8069999990985,alive,none,belted,1,m,45,2000,1983,unavail,driver,0,3
25-39,1369.59699998796,alive,airbag,belted,1,m,38,2000,2000,deploy,driver,1,2
25-39,16.435999999987,alive,airbag,belted,1,f,35,2000,1999,deploy,driver,1,3
25-39,18.2519999998622,alive,airbag,belted,1,f,30,2000,1994,deploy,driver,1,0
10-24,17.7399999999907,alive,airbag,belted,0,m,29,2000,1997,nodeploy,driver,0,3
40-54,29.683999999892,alive,airbag,belted,1,m,49,2000,1995,deploy,driver,1,3
25-39,106.931999999098,alive,airbag,none,0,m,55,2000,1991,deploy,driver,1,3
25-39,106.931999999098,alive,airbag,belted,1,f,22,2000,1997,deploy,driver,1,3
25-39,106.931999999098,alive,airbag,none,1,m,25,2000,1997,deploy,pass,1,3
1-9km/h,51.1639999998733,alive,airbag,belted,0,f,23,2000,1999,nodeploy,driver,0,3
10-24,71.6289999997243,alive,none,belted,1,f,30,2000,1989,unavail,driver,0,3
10-24,71.6289999997243,alive,airbag,belted,0,f,70,2000,1997,deploy,driver,1,3
10-24,71.6289999997243,alive,airbag,belted,1,m,38,2000,2000,deploy,driver,1,2
10-24,100.856999999844,alive,none,none,1,m,27,2000,1996,unavail,driver,0,3
10-24,100.856999999844,alive,none,belted,0,m,40,2000,1992,unavail,driver,0,2
55+,61.5,dead,none,belted,1,m,53,2000,1990,unavail,driver,0,4
55+,61.5,alive,none,belted,1,f,45,2000,1990,unavail,driver,0,3
55+,61.5,alive,none,belted,1,f,68,2000,1990,unavail,pass,0,2
25-39,57.905999999959,alive,airbag,belted,0,f,43,2000,2000,nodeploy,driver,0,3
10-24,57.905999999959,alive,airbag,belted,1,m,21,2000,1996,nodeploy,driver,0,0
25-39,53.6179999997839,alive,airbag,belted,0,m,68,2000,1998,nodeploy,driver,0,2
10-24,53.6179999997839,alive,airbag,belted,1,f,68,2000,1998,deploy,driver,1,3
25-39,90.4109999993816,alive,none,belted,1,m,19,2000,1988,unavail,driver,0,2
25-39,90.4109999993816,alive,none,belted,1,m,17,2000,1988,unavail,pass,0,3
25-39,90.4109999993816,alive,airbag,belted,1,f,32,2000,1993,deploy,driver,1,0
25-39,90.4109999993816,alive,airbag,belted,0,f,31,2000,1999,nodeploy,driver,0,1
25-39,54.3389999996871,dead,airbag,none,0,m,23,2000,1999,deploy,driver,1,4
25-39,54.3389999996871,alive,none,none,1,m,57,2000,1990,unavail,driver,0,0
40-54,90.2559999991208,alive,airbag,belted,1,m,30,2000,1991,deploy,driver,1,2
40-54,90.2559999991208,alive,airbag,belted,1,f,31,2000,1997,deploy,driver,1,3
55+,70.3069999990985,alive,airbag,belted,1,m,28,2000,1999,deploy,driver,1,3
10-24,70.3069999990985,alive,airbag,none,0,f,36,2000,1999,deploy,driver,1,3
40-54,98.9959999993443,alive,none,belted,1,f,38,2000,1988,unavail,driver,0,3
10-24,98.9959999993443,alive,none,belted,1,m,37,2000,1985,unavail,driver,0,2
10-24,54.030999999959,alive,none,belted,0,f,21,2000,1994,unavail,driver,0,3
25-39,82.1269999993965,alive,airbag,belted,1,f,18,2000,1992,deploy,driver,1,3
25-39,82.1269999993965,alive,none,belted,1,f,18,2000,1992,unavail,pass,0,3
25-39,82.1269999993965,alive,none,belted,1,f,21,2000,1987,unavail,driver,0,2
25-39,82.1269999993965,alive,none,belted,1,f,21,2000,1987,unavail,pass,0,2
10-24,734.506999999285,alive,airbag,belted,1,f,33,2000,1995,deploy,driver,1,2
25-39,54.030999999959,alive,airbag,belted,1,m,31,2000,1995,deploy,driver,1,3
10-24,304.81799999997,alive,airbag,belted,1,f,22,2000,1997,deploy,driver,1,1
10-24,304.81799999997,alive,none,belted,1,f,22,2000,1989,unavail,driver,0,1
40-54,1304.69799999893,alive,airbag,belted,0,f,64,2000,1999,nodeploy,driver,0,0
25-39,1304.69799999893,alive,airbag,belted,1,m,35,2000,1996,nodeploy,driver,0,0
25-39,1304.69799999893,alive,airbag,belted,1,f,34,2000,1996,nodeploy,pass,0,1
25-39,54.030999999959,alive,none,none,1,m,43,2000,1989,unavail,driver,0,3
55+,54.030999999959,alive,none,belted,0,m,24,2000,1992,unavail,driver,0,1
55+,54.030999999959,alive,none,belted,0,f,25,2000,1992,unavail,pass,0,1
25-39,54.030999999959,alive,airbag,belted,0,m,56,2000,1996,nodeploy,driver,0,2
25-39,54.030999999959,alive,airbag,belted,0,f,56,2000,1996,nodeploy,pass,0,2
25-39,326.345999997109,alive,airbag,belted,0,m,44,2000,1993,nodeploy,driver,0,3
25-39,326.345999997109,alive,airbag,belted,0,f,28,2000,1993,nodeploy,pass,0,0
25-39,54.3389999996871,alive,airbag,belted,1,m,57,2000,1997,deploy,driver,1,1
25-39,54.3389999996871,dead,none,belted,1,f,88,2000,1990,unavail,driver,0,4
55+,62.276999999769,alive,none,belted,1,m,45,2000,1987,unavail,driver,0,3
25-39,62.276999999769,alive,airbag,belted,1,m,50,2000,1995,deploy,driver,1,3
10-24,54.030999999959,alive,airbag,none,1,f,21,2000,1999,deploy,driver,1,3
25-39,60.8149999999441,alive,airbag,belted,1,m,37,2000,2000,deploy,driver,1,2
55+,60.8149999999441,alive,none,belted,0,f,19,2000,1988,unavail,driver,0,3
10-24,54.3389999996871,dead,airbag,none,1,m,25,2000,2000,deploy,driver,1,4
10-24,54.3389999996871,dead,airbag,none,1,m,27,2000,2000,deploy,pass,1,3
10-24,3611.44299998879,alive,airbag,belted,0,f,29,2000,1993,nodeploy,driver,0,0
55+,114.349999999627,alive,airbag,belted,0,m,29,2000,1998,deploy,driver,1,3
25-39,114.349999999627,alive,airbag,belted,1,m,39,2000,1999,deploy,driver,1,0
10-24,114.349999999627,alive,airbag,belted,0,m,33,2000,1995,deploy,driver,1,3
10-24,114.349999999627,alive,airbag,belted,0,f,29,2000,1995,deploy,pass,1,2
10-24,114.349999999627,alive,airbag,belted,1,m,71,2000,1999,deploy,driver,1,0
10-24,114.349999999627,alive,airbag,belted,1,m,73,2000,1999,deploy,pass,1,0
10-24,58.1899999999441,alive,none,belted,1,f,19,2000,1988,unavail,driver,0,3
10-24,58.1899999999441,alive,none,belted,1,m,23,2000,1988,unavail,pass,0,1
10-24,58.1899999999441,alive,none,belted,1,m,35,2000,1986,unavail,driver,0,0
25-39,58.1899999999441,alive,airbag,belted,1,m,16,2000,1995,deploy,driver,1,3
25-39,58.1899999999441,alive,airbag,none,1,m,19,2000,1995,deploy,pass,1,3
10-24,58.1899999999441,alive,none,belted,1,f,53,2000,1994,unavail,driver,0,3
10-24,58.1899999999441,alive,none,belted,1,f,46,2000,1994,unavail,pass,0,3
10-24,283.745999999344,alive,airbag,belted,1,f,36,2000,1997,deploy,driver,1,1
10-24,283.745999999344,alive,airbag,belted,1,m,40,2000,1997,deploy,pass,1,1
25-39,54.030999999959,alive,none,belted,1,m,51,2000,1988,unavail,driver,0,3
10-24,1117.3409999907,alive,airbag,belted,1,f,28,2000,2000,nodeploy,pass,0,0
25-39,51.1639999998733,alive,airbag,belted,0,m,79,2000,1997,nodeploy,driver,0,3
25-39,51.1639999998733,alive,airbag,belted,0,f,77,2000,1997,nodeploy,pass,0,3
25-39,51.1639999998733,alive,airbag,belted,1,m,31,2000,2000,deploy,driver,1,3
25-39,249.695999998599,alive,airbag,belted,1,f,51,2000,1998,deploy,driver,1,2
10-24,249.695999998599,alive,airbag,belted,1,m,53,2000,1997,deploy,driver,1,1
10-24,134.146999999881,alive,airbag,belted,0,f,16,2000,1995,nodeploy,driver,0,0
10-24,134.146999999881,alive,airbag,belted,1,m,41,2000,1994,deploy,driver,1,0
10-24,134.146999999881,alive,airbag,belted,1,f,37,2000,1994,deploy,pass,1,3
25-39,401.026999998838,alive,airbag,belted,0,m,39,2000,1998,nodeploy,driver,0,2
25-39,401.026999998838,alive,airbag,belted,1,f,54,2000,1994,deploy,driver,1,0
10-24,1716.49499998987,alive,airbag,belted,1,m,31,2000,1998,deploy,driver,1,0
25-39,1716.49499998987,alive,none,belted,0,f,41,2000,1990,unavail,driver,0,0
10-24,1502.09499999881,alive,airbag,belted,1,m,38,2000,1997,deploy,driver,1,0
10-24,1994.31599999964,alive,airbag,belted,1,m,34,2000,2000,nodeploy,driver,0,1
55+,75.3019999992102,alive,airbag,none,1,m,22,2000,1999,deploy,driver,1,3
55+,54.030999999959,alive,none,none,1,m,39,2000,1978,unavail,driver,0,3
10-24,130.787999998778,alive,airbag,belted,0,f,77,2000,1999,deploy,driver,1,2
10-24,130.787999998778,alive,none,belted,1,m,32,2000,1992,unavail,driver,0,1
25-39,334.10399999842,alive,airbag,belted,0,f,30,2000,1994,nodeploy,driver,0,3
10-24,559.803999997675,alive,airbag,belted,0,f,72,2000,1997,nodeploy,driver,0,1
10-24,904.692999996245,alive,airbag,belted,0,m,77,2000,1996,nodeploy,driver,0,0
25-39,52.9659999995492,alive,none,none,1,f,43,2000,2000,unavail,driver,0,1
10-24,52.9659999995492,alive,airbag,belted,1,m,19,2000,2000,nodeploy,driver,0,0
10-24,52.9659999995492,alive,airbag,none,1,m,65,2000,1994,deploy,driver,1,1
25-39,205.115999998525,alive,none,belted,1,f,43,2000,1989,unavail,driver,0,0
